繁體	简体	吳拼	備注
戟	戟	ciq7	
恰	恰	chiq7	
掐	掐	chiq7	文
妾	妾	chiq7	
怯	怯	chiq7	
緝	缉	chiq7	
輯	辑	chiq7	
泣	泣	chiq7	
切	切	chiq7	
楔	楔	chiq7	
挈	挈	chiq7	
七	七	chiq7	
漆	漆	chiq7	
訖	讫	chiq7	
雀	雀	chiq7	
鵲	鹊	chiq7	
卻	却	chiq7	
尺	尺	chiq7	
戚	戚	chiq7	
吃	吃	chiq7	
攝	摄	shiq7	
溼	湿	shiq7	
吸	吸	shiq7	
薛	薛	shiq7	
泄	泄	shiq7	
歇	歇	shiq7	
屑	屑	shiq7	
楔	楔	shiq7	
悉	悉	shiq7	
膝	膝	shiq7	
消	消	shiq7	
息	息	shiq7	
媳	媳	shiq7	
熄	熄	shiq7	
識	识	shiq7	
式	式	shiq7	
飾	饰	shiq7	
惜	惜	shiq7	
昔	昔	shiq7	
適	适	shiq7	
釋	释	shiq7	
錫	锡	shiq7	
析	析	shiq7	
些	些	shiq7	
這	这	kiq7	〜个
揖	揖	iq7	作〜
噎	噎	iq7	〜住
乙	乙	iq7	
一	一	iq7	
約	约	iq7	
抑	抑	iq7	
益	益	iq7	
☐	☐	iq7	～进去
別	别	biq8	
弼	弼	biq8	
鼻	鼻	biq8	
滅	灭	miq8	
搣	搣	miq8	
蔑	蔑	miq8	竹〜
密	密	miq8	
蜜	蜜	miq8	
覓	觅	miq8	
疊	叠	diq8	
碟	碟	diq8	
蝶	蝶	diq8	
諜	谍	diq8	
秩	秩	diq8	
笛	笛	diq8	
敵	敌	diq8	
狄	狄	diq8	
糴	籴	diq8	
立	立	liq8	
笠	笠	liq8	
粒	粒	liq8	
列	列	liq8	
烈	烈	liq8	
裂	裂	liq8	
劣	劣	liq8	
粟	粟	liq8	
慄	粟	liq8	
律	律	liq8	
率	率	liq8	
𢯰	𢯰	liq8	
略	略	liq8	
掠	掠	liq8	
力	力	liq8	
歷	历	liq8	
躡	蹑	jiq8	
聶	聂	jiq8	
鑷	镊	jiq8	
業	业	jiq8	
孽	孽	jiq8	
熱	热	jiq8	
捏	捏	jiq8	
日	日	jiq8	
虐	虐	jiq8	
匿	匿	jiq8	
逆	逆	jiq8	
溺	溺	jiq8	
折	折	zhiq8	〜本
食	食	zhiq8	
蝕	蚀	zhiq8	
射	射	yiq8	
洽	洽	yiq8	
葉	叶	yiq8	
頁	页	yiq8	
協	协	yiq8	
拽	拽	yiq8	
折	折	yiq8	〜本
舌	舌	yiq8	
逸	逸	yiq8	
弱	弱	yiq8	
藥	药	yiq8	
鑰	钥	yiq8	
芍	芍	yiq8	〜药花
嚼	嚼	yiq8	
翼	翼	yiq8	
食	食	yiq8	
蝕	蚀	yiq8	
亦	亦	yiq8	
譯	译	yiq8	
易	易	yiq8	
液	液	yiq8	
腋	腋	yiq8	
席	席	yiq8	
夕	夕	yiq8	
籍	籍	yiq8	
藉	藉	yiq8	狼〜
擖	擖	kuaq7	用力～
括	括	kuaq7	包〜
刮	刮	kuaq7	
骨	骨	kuaq7	
虢	虢	kuaq7	
闊	阔	khuaq7	
窟	窟	khuaq7	
豁	豁	huaq7	
忽	忽	huaq7	
劐	劐	huaq7	〜开
挖	挖	uaq7	
𩑦	𩑦	uaq7	〜死
活	活	waq8	
滑	滑	waq8	
猾	猾	waq8	
核	核	waq8	
柵	栅	waq8	
劐	劐	waq8	
劃	㓰	waq8	
劃	划	waq8	
厥	厥	ciuq7	
決	决	ciuq7	
訣	诀	ciuq7	
橘	橘	ciuq7	
覺	觉	ciuq7	
桌	桌	ciuq7	
菊	菊	ciuq7	
掏	掏	ciuq7	
燭	烛	ciuq7	
竹	竹	ciuq7	
缺	缺	chiuq7	
屈	屈	chiuq7	
確	确	chiuq7	文
吃	吃	chiuq7	
畜	畜	chiuq7	〜牲
曲	曲	chiuq7	
血	血	shiuq7	
育	育	shiuq7	
蓄	蓄	shiuq7	储〜
粵	粤	iuq7	
郁	郁	iuq7	
鬱	郁	iuq7	
掘	掘	jiuq8	
橛	橛	jiuq8	
鐲	镯	jiuq8	
軸	轴	jiuq8	
局	局	jiuq8	
月	月	gniuq8	
肉	肉	gniuq8	
𢫭	𢫭	gniuq8	
玉	玉	gniuq8	
悅	悦	yuq8	
閱	阅	yuq8	
穴	穴	yuq8	
越	越	yuq8	
曰	曰	yuq8	
學	学	yuq8	
域	域	yuq8	
疫	疫	yuq8	
役	役	yuq8	
育	育	yuq8	
獄	狱	yuq8	
欲	欲	yuq8	
浴	浴	yuq8	
嘸	呒	mh1	
無	无	mh5	
嘸	呒	mh5	
姆	姆	m2	〜妈
☐	☐	nh5	〜那：没有
☐	☐	n2	〜倷：你们
☐	☐	n6	〜艿
☐	☐	nk1	〜告，没有关系
魚	鱼	ng2	
五	五	ng2	
伍	伍	ng2	
午	午	ng2	端〜
兒	儿	ng2	
兒	儿	er2	
爾	尔	er2	
而	而	er2	
耳	耳	er2	
二	二	er6	
貳	贰	er6	
