繁體	简体	吳拼	備注
皴	皴	tshon1	~㿭：皮膚受寒而裂
㷓	㷓	tshon1	火~：手爐
身	身	son1	
申	申	son1	
伸	伸	son1	
旬	旬	son1	
荀	荀	son1	
松	松	son1	
鬆	松	son1	
嵩	嵩	son1	
叔	叔	son1	阿~：鄉下叫夫之弟
公	公	kon1	
蚣	蚣	kon1	蜈~
工	工	kon1	
功	功	kon1	
攻	攻	kon1	
弓	弓	kon1	
躬	躬	kon1	
宮	宫	kon1	
恭	恭	kon1	
供	供	kon1	~品
龔	龚	kon1	
肛	肛	kon1	胴~：大腸末端
拱	拱	kon1	攻、走：~卒
魟	魟	kon1	~魚
空	空	khon1	
轟	轰	hon1	
烘	烘	hon1	~幹
蕻	蕻	hon1	雪裏~：菜名
翁	翁	on1	
嗡	嗡	on1	
蓬	蓬	bon2	
篷	篷	bon2	
塳	塳	bon2	~塵：塵埃
髼	髼	bon2	~鬆：頭髮散亂
槰	槰	bon2	柴~：柴垛
蒙	蒙	mon2	
懞	懞	mon2	
蠓	蠓	mon2	
逢	逢	von2	
縫	缝	von2	
馮	冯	von2	姓
同	同	don2	
銅	铜	don2	
桐	桐	don2	
童	童	don2	
瞳	瞳	don2	
胴	胴	don2	~肛：大腸末端
烔	烔	don2	暖和：熱~~
農	农	non2	
儂	侬	non2	
籠	笼	lon2	
聾	聋	lon2	
攏	拢	lon2	靠~
隆	隆	lon2	
龍	龙	lon2	
隴	陇	lon2	
壠	垅	lon2	田~：菜畦
礱	砻	lon2	磨谷用器具
蟲	虫	dzon2	
叢	丛	dzon2	
重	重	dzon2	~復
從	从	dzon2	跟~
慫	怂	dzon2	~恿
辰	辰	zon2	
晨	晨	zon2	
娠	娠	zon2	
忍	忍	zon2	
腎	肾	zon2	
循	循	zon2	
巡	巡	zon2	
脣	唇	zon2	
純	纯	zon2	
醇	醇	zon2	
茸	茸	zon2	參~
人	人	zon2	
仁	仁	zon2	~義
虹	虹	ghon2	
弘	弘	ghon2	
宏	宏	ghon2	
紅	红	ghon2	
洪	洪	ghon2	
鴻	鸿	ghon2	
捧	捧	phon3	
懂	懂	ton3	
董	董	ton3	
捅	捅	thon3	~破
統	统	thon3	
準	准	tson3	
總	总	tson3	
冢	冢	tson3	墳墓：義~地（公衆埋葬地）
種	种	tson3	~類
腫	肿	tson3	~塊
蠢	蠢	tshon3	
寵	宠	tshon3	
揔	揔	tshon3	~手：扒手
筍	笋	son3	
榫	榫	son3	~頭
慫	怂	son3	弄~人家：作弄人
拱	拱	kon3	~手
鞏	巩	kon3	
孔	孔	khon3	
恐	恐	khon3	
哄	哄	hon3	
奉	奉	von4	
桶	桶	don4	
動	动	don4	
筒	筒	don4	
儂	侬	non4	你
重	重	dzon4	輕~
忍	忍	zon4	~耐
俸	俸	fon5	
凍	冻	ton5	
棟	栋	ton5	
𤷆	𤷆	ton5	因受凍而得病
痛	痛	thon5	
𪖵	𪖵	non5	~鼻頭：鼻子不通，說話帶鼻音
鎮	镇	tson5	
振	振	tson5	
震	震	tson5	
俊	俊	tson5	
糉	粽	tson5	
峻	峻	tson5	
縱	纵	tson5	放~
種	种	tson5	~樹
楤	楤	tshon5	柴~：兩頭尖的扁擔
銃	铳	tshon5	舊時的響器
𧼙	𧼙	tshon5	走路不穩
𠑙	𠑙	tshon5	七~八跌：走路不穩
𥅻	𥅻	tshon5	瞌~
掱	掱	tshon5	~手，扒手小偷
殉	殉	son5	
舜	舜	son5	
送	送	son5	
誦	诵	son5	
頌	颂	son5	
訟	讼	son5	
貢	贡	kon5	
汞	汞	kon5	
供	供	kon5	上~
空	空	khon5	~缺
控	控	khon5	
轟	轰	hon5	
甕	瓮	hon5	~洞捉鱉，十拿九穩
鎓	鎓	hon5	鋤頭~：鋤頭裝柄處
槰	槰	bon6	樹~。稻~：稻垛
夢	梦	mon6	
鳳	凤	von6	
縫	缝	von6	一條~
洞	洞	don6	
膿	脓	non6	
弄	弄	non6	咋~~：怎麼辦
弄	弄	lon6	~堂：巷
仲	仲	dzon6	
任	任	zon6	任
紝	纴	zon6	
慎	慎	zon6	
順	顺	zon6	
潤	润	zon6	
冗	冗	zon6	
訟	讼	zon6	訴~
誦	诵	zon6	
頌	颂	zon6	
仞	仞	zon6	兩臂伸開的長度
認	认	zon6	
刃	刃	zon6	
共	共	gon6	
均	均	cion1	
鈞	钧	cion1	
軍	军	cion1	
君	君	cion1	
迥	迥	cion1	
楎	楎	cion1	穿~：牛鼻貫以短木
窘	窘	chion1	
菌	菌	chion1	
頃	顷	chion1	
薰	熏	shion1	
勳	勋	shion1	
胸	胸	shion1	
兄	兄	shion1	
凶	凶	shion1	
兇	凶	shion1	
薰	薰	shion1	
雍	雍	ion1	
癰	痈	ion1	
擁	拥	ion1	
羣	群	jion2	
裙	裙	jion2	
窮	穷	jion2	
瓊	琼	jion2	
戎	戎	gnion2	
絨	绒	gnion2	
濃	浓	gnion2	
勻	匀	yon2	
允	允	yon2	
雲	云	yon2	
雲	云	yon2	
雄	雄	yon2	
熊	熊	yon2	
融	融	yon2	
容	容	yon2	
蓉	蓉	yon2	芙~
庸	庸	yon2	
溶	溶	yon2	
榮	荣	yon2	
螢	萤	yon2	
窘	窘	cion3	
炯	炯	cion3	
迥	迥	cion3	
菌	菌	chion3	細~
永	永	ion3	
詠	咏	ion3	
泳	泳	ion3	
勇	勇	ion3	
涌	涌	ion3	
甬	甬	ion3	
蛹	蛹	ion3	蠶~
孕	孕	yon4	懷~
訓	训	shion5	
嗅	嗅	shion5	用鼻~~看
供	供	cion5	~養
蠢	蠢	chion5	~頭子：傻子一樣的人
壅	壅	ion5	~地：施肥
甕	甕	ion5	
郡	郡	jion6	
閏	闰	yon6	
韻	韵	yon6	
運	运	yon6	
用	用	yon6	
暈	晕	yon6	
傭	佣	yon6	~人
孕	孕	yon6	
八	八	paq7	
鉢	钵	paq7	
撥	拨	paq7	
不	不	paq7	
百	百	paq7	
柏	柏	paq7	
伯	伯	paq7	
迫	迫	paq7	
粕	粕	paq7	布~
缽	缽	paq7	陶製盛器
潑	泼	phaq7	
泊	泊	phaq7	
拍	拍	phaq7	
魄	魄	phaq7	
帕	帕	phaq7	
擘	擘	phaq7	
𤖼	𤖼	phaq7	~開：撕開、分開
發	发	faq7	
髮	发	faq7	
法	法	faq7	
勿	勿	faq7	
弗	弗	faq7	
答	答	taq7	
搭	搭	taq7	動詞：~~開（分分開）介詞：我~儂講（我同你說）
掇	掇	taq7	端也
得	得	taq7	
德	德	taq7	
㿯	㿯	taq7	皮膚寬鬆：寬~~
塔	塔	thaq7	
搨	搨	thaq7	
塌	塌	thaq7	
榻	榻	thaq7	
獺	獭	thaq7	水~
脫	脱	thaq7	
忒	忒	thaq7	
禿	秃	thaq7	
脫	脱	thaq7	~手：手中的貨賣完了
𡍲	𡍲	thaq7	地方：堂~（這裏）
鰨	鳎	thaq7	鰙~：比目魚
遢	遢	thaq7	邋~：不清潔
拓	拓	thaq7	~片
蛻	蜕	thaq7	~皮
扎	扎	tsaq7	
札	札	tsaq7	
卒	卒	tsaq7	
則	则	tsaq7	
側	侧	tsaq7	~面
摘	摘	tsaq7	
責	责	tsaq7	
只	只	tsaq7	
鍘	铡	tsaq7	~刀
仄	仄	tsaq7	
𡇠	𡇠	tsaq7	堅固：~硬
隻	隻	tsaq7	
插	插	tshaq7	
擦	擦	tshaq7	
察	察	tshaq7	
撮	撮	tshaq7	
測	测	tshaq7	
拆	拆	tshaq7	
策	策	tshaq7	
冊	册	tshaq7	
斥	斥	tshaq7	
尺	尺	tshaq7	
㿭	㿭	tshaq7	皴~：皮膚開裂
轍	辙	tshaq7	
側	侧	tshaq7	~綱繩：加固網口主繩
薩	萨	saq7	
殺	杀	saq7	
瑟	瑟	saq7	
虱	虱	saq7	
蝨	虱	saq7	
率	率	saq7	~領
蟀	蟀	saq7	蟋~
塞	塞	saq7	
色	色	saq7	
嗇	啬	saq7	吝~
柵	栅	saq7	
眨	眨	saq7	
煞	煞	saq7	
撒	撒	saq7	~手不管
鴿	鸽	kaq7	
蛤	蛤	kaq7	
夾	夹	kaq7	
割	割	kaq7	
葛	葛	kaq7	
格	格	kaq7	
隔	隔	kaq7	
疙	疙	kaq7	~瘩
嗝	嗝	kaq7	打~頓：中間停頓
膈	膈	kaq7	~膜
合	合	kaq7	十合爲一升
甲	甲	kaq7	盔~
磕	磕	khaq7	
渴	渴	khaq7	
刻	刻	khaq7	
克	克	khaq7	
客	客	khaq7	
掐	掐	khaq7	
甲	甲	khaq7	指~
胛	胛	khaq7	肩~
瞌	瞌	khaq7	~𥅻
咳	咳	khaq7	
扤	扤	ngaq7	搖動：瓶子~一~（瓶子輕輕搖動）
黑	黑	haq7	
瞎	瞎	haq7	
嚇	吓	haq7	
赫	赫	haq7	
駭	骇	haq7	
喝	喝	haq7	
郝	郝	haq7	
壓	压	aq7	
押	押	aq7	
扼	扼	aq7	
軛	轭	aq7	牛~
藹	蔼	aq7	
鴨	鸭	aq7	~蛋
阿	阿	aq7	~哥
拔	拔	baq8	
勃	勃	baq8	
渤	渤	baq8	
脖	脖	baq8	
浡	浡	baq8	
白	白	baq8	
帛	帛	baq8	
𡋯	𡋯	baq8	泥~：泥塊
鼻	鼻	baq8	~頭官：鼻子
抹	抹	maq8	
末	末	maq8	
沫	沫	maq8	
襪	袜	maq8	
沒	没	maq8	嘸~：沒有
默	默	maq8	
陌	陌	maq8	
麥	麦	maq8	
脈	脉	maq8	
𧻙	𧻙	maq8	轉彎~角
麼	么	maq8	格~：那麼
乏	乏	vaq8	
伐	伐	vaq8	
筏	筏	vaq8	
罰	罚	vaq8	
物	物	vaq8	
佛	佛	vaq8	
勿	勿	vaq8	
𠲎	𠲎	vaq8	
踏	踏	daq8	
沓	沓	daq8	
達	达	daq8	
奪	夺	daq8	
突	突	daq8	
特	特	daq8	
疊	叠	daq8	一~
凸	凸	daq8	
納	纳	naq8	
捺	捺	naq8	
臘	腊	laq8	
蠟	蜡	laq8	
獵	猎	laq8	
辣	辣	laq8	
捋	捋	laq8	~袖子
劣	劣	laq8	
肋	肋	laq8	
勒	勒	laq8	
邋	邋	laq8	~遢：不清潔
迾	迾	laq8	遮~：遮擋
鑞	镴	laq8	~茶壺
嘞	嘞	laq8	
𢈠	𢈠	laq8	~腳屋：最差的屋子
雜	杂	dzaq8	
澤	泽	dzaq8	
擇	择	dzaq8	
宅	宅	dzaq8	
閘	闸	zaq8	
鍘	铡	zaq8	~刀
賊	贼	zaq8	
石	石	zaq8	
煠	煠	zaq8	油~鬼：油條
𧾁	𧾁	zaq8	亂竄：~來~去
軋	轧	gaq8	~碎
戛	戛	gaq8	
額	额	ngaq8	
合	合	ghaq8	
盒	盒	ghaq8	
狹	狭	ghaq8	
匣	匣	ghaq8	
核	核	ghaq8	
轄	辖	ghaq8	直~市
峽	峡	ciaq7	
爵	爵	ciaq7	
酌	酌	ciaq7	
腳	脚	ciaq7	
甲	甲	ciaq7	
胛	胛	ciaq7	
恰	恰	chiaq7	
雀	雀	chiaq7	山~
鵲	鹊	chiaq7	
卻	却	chiaq7	
掐	掐	chiaq7	
洽	洽	chiaq7	接~
削	削	shiaq7	
約	约	iaq7	
瘧	疟	gniaq8	
藥	药	yaq8	
葯	药	yaq8	
鑰	钥	yaq8	~匙
躍	跃	yaq8	
弱	弱	yaq8	
刮	刮	kuaq7	
括	括	kuaq7	
聒	聒	kuaq7	
骨	骨	kuaq7	
摑	掴	kuaq7	~耳光
簂	簂	kuaq7	帽~：帽沿
闊	阔	khuaq7	
擴	扩	khuaq7	
窟	窟	khuaq7	
豁	豁	huaq7	
忽	忽	huaq7	
劐	劐	huaq7	~開：割開
㧾	㧾	huaq7	~令子：暗示
挖	挖	uaq7	
𩑦	𩑦	uaq7	溺死
屋	屋	uaq7	~裏
殟	殟	uaq7	胃不適：~老老（胃難過）
活	活	waq8	
滑	滑	waq8	
猾	猾	waq8	
核	核	waq8	桃~
獲	获	waq8	
劃	划	waq8	~開
還	还	waq8	~即，剛剛
惑	惑	waq8	疑心疑~
決	决	ciuq7	
厥	厥	ciuq7	
橘	橘	ciuq7	
菊	菊	ciuq7	
掬	掬	ciuq7	
鞠	鞠	ciuq7	
缺	缺	chiuq7	
確	确	chiuq7	
曲	曲	chiuq7	
吃	吃	chiuq7	~飯。~酒。~煙。
血	血	shiuq7	
畜	畜	shiuq7	~牧
蓄	蓄	shiuq7	
恤	恤	shiuq7	
抈	抈	iuq7	
橛	橛	jiuq8	一~：一段
鐲	镯	jiuq8	
局	局	jiuq8	
蹶	蹶	jiuq8	蹺
撅	撅	jiuq8	
肉	肉	gniuq8	
玉	玉	gniuq8	
𢫭	𢫭	gniuq8	揉：~面
悅	悦	yuq8	
月	月	yuq8	
越	越	yuq8	
閱	阅	yuq8	
曰	曰	yuq8	
粵	粤	yuq8	
穴	穴	yuq8	
樂	乐	yuq8	音~
域	域	yuq8	
疫	疫	yuq8	
役	役	yuq8	
育	育	yuq8	
欲	欲	yuq8	
浴	浴	yuq8	
獄	狱	yuq8	
剝	剥	poq7	
駁	驳	poq7	
卜	卜	poq7	
博	博	poq7	
北	北	poq7	
樸	朴	phoq7	
撲	扑	phoq7	
僕	仆	phoq7	
𩔈	𩔈	phoq7	發~：溺屍泡脹
醭	醭	phoq7	
福	福	foq7	
幅	幅	foq7	
蝠	蝠	foq7	蝙~
複	复	foq7	
腹	腹	foq7	
蝮	蝮	foq7	
覆	覆	foq7	反~
篤	笃	toq7	~定
督	督	toq7	
豛	豛	toq7	~鼓：小鼓
厾	厾	toq7	~落：掉下、遺失
𧝴	𧝴	toq7	~角：衣服拼角
㧻	㧻	toq7	直擊：過去
拓	拓	thoq7	開~
託	托	thoq7	
庹	庹	thoq7	拇指與中指伸開的長度
忲	忲	thoq7	體~：辦事有條理效果好
袥	袥	thoq7	墊肩
睩	睩	loq7	注視：眼睛~來~去
碌	碌	loq7	
摝	摝	loq7	搖：~~其（搖搖它）
浙	浙	tsoq7	
拙	拙	tsoq7	笨~
作	作	tsoq7	
卓	卓	tsoq7	
啄	啄	tsoq7	
琢	琢	tsoq7	
足	足	tsoq7	
捉	捉	tsoq7	
㰵	㰵	tsoq7	用力吸：~奶
蜇	蜇	tsoq7	海~
竹	竹	tsoq7	
築	筑	tsoq7	
筑	筑	tsoq7	
祝	祝	tsoq7	
粥	粥	tsoq7	
燭	烛	tsoq7	
囑	嘱	tsoq7	
折	折	tsoq7	~斷
斫	斫	tsoq7	砍：~柴
瘃	瘃	tsoq7	凍~
𡎺	𡎺	tsoq7	修屋：~漏（修補屋頂漏處）
出	出	tshoq7	
戳	戳	tshoq7	~穿
畜	畜	tshoq7	~牲
促	促	tshoq7	
觸	触	tshoq7	
蹙	蹙	tshoq7	皺：~眉頭
𩻀	𩻀	tshoq7	海邊軟殼動物
猝	猝	tshoq7	倉~
簇	簇	tshoq7	
蹴	蹴	tshoq7	
蛐	蛐	tshoq7	~蜒：蚯蚓
設	设	soq7	
索	索	soq7	
速	速	soq7	
束	束	soq7	
肅	肃	soq7	
宿	宿	soq7	
刷	刷	soq7	
唰	唰	soq7	
雪	雪	soq7	
說	说	soq7	
戍	戍	soq7	
朔	朔	soq7	
縮	缩	soq7	
叔	叔	soq7	
粟	粟	soq7	
欶	欶	soq7	吮吸：~螄螺
㬘	㬘	soq7	燥~：乾燥
各	各	koq7	
閣	阁	koq7	
胳	胳	koq7	
郭	郭	koq7	
角	角	koq7	
國	国	koq7	
谷	谷	koq7	
個	个	koq7	該~
戈	戈	koq7	
廓	廓	khoq7	
擴	扩	khoq7	
確	确	khoq7	的~
哭	哭	khoq7	
酷	酷	khoq7	
殼	壳	khoq7	
𤿩	𤿩	khoq7	~起：外幹內溼產生的凸起現象
窟	窟	khoq7	
郝	郝	hoq7	
霍	霍	hoq7	
藿	藿	hoq7	
歊	歊	hoq7	讓氣進出：~氣
嗀	嗀	hoq7	~痰：用力把痰吐出
豁	豁	hoq7	
惡	恶	oq7	~毒
握	握	oq7	
屋	屋	oq7	
沃	沃	oq7	
齷	龌	oq7	~齪：骯髒
薄	薄	boq8	
箔	箔	boq8	錫~
縛	缚	boq8	
瀑	瀑	boq8	
僕	仆	boq8	
匐	匐	boq8	趴着
婆	婆	boq8	秋阿~：秋天的熱天
莫	莫	moq8	
膜	膜	moq8	
寞	寞	moq8	
墨	墨	moq8	
木	木	moq8	
目	目	moq8	
穆	穆	moq8	
牧	牧	moq8	
摸	摸	moq8	
麼	么	moq8	咋~格：怎麼樣
服	服	voq8	
伏	伏	voq8	
栿	栿	voq8	地~：門檐
復	复	voq8	~興
鐸	铎	doq8	
踱	踱	doq8	
獨	独	doq8	
讀	读	doq8	
牘	牍	doq8	
凙	𪞝	doq8	檐口之冰
諾	诺	noq8	
落	落	loq8	
烙	烙	loq8	
駱	骆	loq8	
酪	酪	loq8	
洛	洛	loq8	
樂	乐	loq8	
鹿	鹿	loq8	
祿	禄	loq8	
六	六	loq8	
陸	陆	loq8	
綠	绿	loq8	
錄	录	loq8	
碌	碌	loq8	勞~
賂	赂	loq8	
漉	漉	loq8	
族	族	dzoq8	
着	着	dzoq8	
濁	浊	dzoq8	
蜀	蜀	dzoq8	
贖	赎	dzoq8	
俗	俗	dzoq8	
續	续	dzoq8	
浞	浞	dzoq8	用水拌泥：~泥漿
擉	擉	dzoq8	用力擊
㪬	㪬	dzoq8	搗或戳：~~碎（搗碎）
屬	属	dzoq8	
㧻	㧻	dzoq8	直擊
十	十	zoq8	
拾	拾	zoq8	
什	什	zoq8	
入	入	zoq8	
鑿	凿	zoq8	
勺	勺	zoq8	~子
實	实	zoq8	
日	日	zoq8	
術	术	zoq8	
述	述	zoq8	
熟	熟	zoq8	
淑	淑	zoq8	
辱	辱	zoq8	
褥	褥	zoq8	
𧮙	𧮙	zoq8	~人：罵人
塾	塾	zoq8	私~
個	个	goq8	
鄂	鄂	ngoq8	
鶴	鹤	ngoq8	
獄	狱	ngoq8	
嶽	岳	ngoq8	
鑊	镬	ghoq8	~子：鍋子
學	学	ghoq8	
或	或	ghoq8	
斛	斛	ghoq8	
嚄	嚄	ghoq8	語氣詞
鱉	鳖	piq7	
憋	憋	piq7	
筆	笔	piq7	
畢	毕	piq7	
必	必	piq7	
逼	逼	piq7	
碧	碧	piq7	
壁	壁	piq7	
璧	璧	piq7	
癟	瘪	piq7	不飽滿：幹~
潷	滗	piq7	去渣取汁：~藥
𤺓	𤺓	piq7	~氣：把氣憋住或有意見不理人
撇	撇	phiq7	
匹	匹	phiq7	
僻	僻	phiq7	
闢	辟	phiq7	
劈	劈	phiq7	
闢	闢	phiq7	
的	的	tiq7	目~
滴	滴	tiq7	
嫡	嫡	tiq7	~親
跌	跌	thiq7	
鐵	铁	thiq7	
踢	踢	thiq7	
剔	剔	thiq7	
貼	贴	thiq7	
帖	帖	thiq7	
接	接	ciq7	
摺	摺	ciq7	
褶	褶	ciq7	
劫	劫	ciq7	
績	绩	ciq7	
擊	击	ciq7	
激	激	ciq7	
蟄	蛰	ciq7	驚~
執	执	ciq7	
汁	汁	ciq7	
急	急	ciq7	
級	级	ciq7	
給	给	ciq7	
㽺	㽺	ciq7	虛~病：做了虧心事而有餘悸
積	积	ciq7	
跡	迹	ciq7	
脊	脊	ciq7	
折	折	ciq7	~扣
炙	炙	ciq7	火~：物在火上烤
揭	揭	ciq7	
結	结	ciq7	
潔	洁	ciq7	
節	节	ciq7	
吉	吉	ciq7	
即	即	ciq7	
織	织	ciq7	
鯽	鲫	ciq7	
職	职	ciq7	
戟	戟	ciq7	
羯	羯	ciq7	
挾	挟	ciq7	~菜
嘎	嘎	ciq7	瘦~~：形容比較瘦
漬	渍	ciq7	汗~
髻	髻	ciq7	
戢	戢	ciq7	大~洋：海洋名
今	今	ciq7	~密：今天
只	只	ciq7	~有介眼（只有這點）
莢	荚	ciq7	豆~：豆角
妾	妾	chiq7	
怯	怯	chiq7	
輯	辑	chiq7	編~
緝	缉	chiq7	
泣	泣	chiq7	
徹	彻	chiq7	
挈	挈	chiq7	提：~水
切	切	chiq7	
漆	漆	chiq7	
訖	讫	chiq7	
乞	乞	chiq7	
赤	赤	chiq7	
戚	戚	chiq7	
吃	吃	chiq7	
喫	喫	chiq7	
砌	砌	chiq7	
攝	摄	shiq7	
脅	胁	shiq7	
溼	湿	shiq7	
濕	湿	shiq7	
吸	吸	shiq7	
薛	薛	shiq7	
泄	泄	shiq7	
歇	歇	shiq7	
蠍	蝎	shiq7	
屑	屑	shiq7	
悉	悉	shiq7	
膝	膝	shiq7	
識	识	shiq7	
式	式	shiq7	
飾	饰	shiq7	
室	室	shiq7	
息	息	shiq7	
熄	熄	shiq7	
媳	媳	shiq7	
惜	惜	shiq7	
昔	昔	shiq7	
適	适	shiq7	
釋	释	shiq7	
錫	锡	shiq7	
析	析	shiq7	
些	些	shiq7	
㽺	㽺	shiq7	差，不牢
揖	揖	iq7	
噎	噎	iq7	
乙	乙	iq7	
一	一	iq7	
益	益	iq7	
溢	溢	iq7	
縊	缢	iq7	
抑	抑	iq7	
隘	隘	iq7	
別	别	biq8	
弼	弼	biq8	
蹩	蹩	biq8	~腳：差
笓	笓	biq8	~緊：挨緊
𧼱	𧼱	biq8	
鼻	鼻	biq8	
𧾑	𧾑	biq8	趕：~去
滅	灭	miq8	
搣	搣	miq8	用兩指磨：~紙繩
篾	篾	miq8	
密	密	miq8	
蜜	蜜	miq8	
覓	觅	miq8	
迭	迭	diq8	
牒	牒	diq8	
蝶	蝶	diq8	
碟	碟	diq8	
諜	谍	diq8	
秩	秩	diq8	~序
笛	笛	diq8	
敵	敌	diq8	
糴	籴	diq8	買進：~米
狄	狄	diq8	
立	立	liq8	
粒	粒	liq8	
列	列	liq8	
裂	裂	liq8	
烈	烈	liq8	
慄	栗	liq8	~子
律	律	liq8	
率	率	liq8	效~
略	略	liq8	
掠	掠	liq8	
力	力	liq8	
歷	历	liq8	
瀝	沥	liq8	
笠	笠	liq8	~帽
劣	劣	liq8	惡~
𢯰	𢯰	liq8	水自行濾幹
𥲁	𥲁	liq8	~子，竹製曬物用具
捷	捷	jiq8	
涉	涉	jiq8	
及	及	jiq8	
習	习	jiq8	
襲	袭	jiq8	
集	集	jiq8	
傑	杰	jiq8	
截	截	jiq8	
絕	绝	jiq8	
侄	侄	jiq8	
秩	秩	jiq8	
朮	朮	jiq8	白~：中藥名
屐	屐	jiq8	木~拖：木製拖鞋
極	极	jiq8	
殖	殖	jiq8	
植	植	jiq8	
值	值	jiq8	
直	直	jiq8	
劇	剧	jiq8	
擲	掷	jiq8	
寂	寂	jiq8	
極	极	jiq8	~拉：他們
𢷒	𢷒	jiq8	腋下夾物
躡	蹑	gniq8	
聶	聂	gniq8	
鑷	镊	gniq8	~子鉗
業	业	gniq8	
箬	箬	gniq8	
熱	热	gniq8	
孽	孽	gniq8	
捏	捏	gniq8	
匿	匿	gniq8	
逆	逆	gniq8	
溺	溺	gniq8	
惹	惹	gniq8	
鰙	鰙	gniq8	~鰨：比目魚
日	日	gniq8	~子
舌	舌	zhiq8	
嚼	嚼	zhiq8	
食	食	zhiq8	
蝕	蚀	zhiq8	
籍	籍	zhiq8	
藉	藉	zhiq8	
折	折	zhiq8	~本
葉	叶	ghiq8	
頁	页	ghiq8	
協	协	ghiq8	
拽	拽	ghiq8	
翼	翼	ghiq8	
亦	亦	ghiq8	
譯	译	ghiq8	
易	易	ghiq8	
液	液	ghiq8	
腋	腋	ghiq8	
席	席	ghiq8	
夕	夕	ghiq8	
芍	芍	ghiq8	
嚼	嚼	ghiq8	~勿糊
舌	舌	ghiq8	
射	射	ghiq8	~箭
𢖺	𢖺	ghiq8	心不安：心裏~~動
兒	儿	er2	
爾	尔	er2	
而	而	er2	
耳	耳	er4	
餌	饵	er6	
二	二	er6	
嘸	呒	m2	無
姆	姆	m2	
饅	馒	m2	~頭
瞞	瞒	m2	
畝	亩	m4	
拇	拇	m4	
滿	满	m4	
鰻	鳗	m6	一梗~：一根魚~
唔	唔	n2	~倷：你們
芋	芋	n2	~艿
兒	儿	ng2	
魚	鱼	ng2	
五	五	ng4	
伍	伍	ng4	
午	午	ng4	東~：端午節
