繁體	简体	吳拼	備注
象	象	zhian6	
像	像	zhian6	
橡	橡	zhian6	
洋	洋	yan2	
烊	烊	yan2	融化
楊	杨	yan2	
陽	阳	yan2	
揚	扬	yan2	
瘍	疡	yan2	潰瘍
羊	羊	yan6	
癢	痒	yan6	
樣	样	yan6	
央	央	ian1	
秧	秧	ian1	
殃	殃	ian1	
養	养	ian3	
梗	梗	kuan3	莖；量詞：根，條
挭	挭	kuan5	塗抹（水泥、膠水等糊狀物）
☐	☐	guan6	象聲詞，形容匆忙，如：☐☐奔
橫	横	huan5	橫記橫記：走路搖晃、吊兒郎當的樣子
橫	横	wan2	橫直
橫	横	wan6	蠻橫
橫	横	wan6	順便拐到另一處；打橫：順便去辦另一件事情，也指趁機開小差
橫	横	uan1	橫對：蠻橫、不講理
幫	帮	paon1	
邦	邦	paon1	
榜	榜	paon3	
綁	绑	paon3	
謗	谤	paon5	
胖	胖	phaon5	
滂	滂	baon2	
旁	旁	baon2	
螃	螃	baon2	
龐	庞	baon2	
傍	傍	baon6	
防	防	baon6	白讀
棒	棒	baon6	
忙	忙	maon2	
芒	芒	maon2	
茫	茫	maon2	
盲	盲	maon2	
莽	莽	maon6	
蟒	蟒	maon6	
網	网	maon6	
忘	忘	maon6	白讀
妄	妄	maon6	白讀
望	望	maon6	白讀
夢	梦	maon6	白讀
方	方	faon1	
肪	肪	faon1	
芳	芳	faon1	
仿	仿	faon3	
妨	妨	faon3	
紡	纺	faon3	
仿	仿	faon3	
放	放	faon5	
訪	访	faon5	
房	房	vaon2	
亡	亡	vaon2	
防	防	vaon6	文讀
忘	忘	vaon6	文讀
妄	妄	vaon6	文讀
望	望	vaon6	文讀
當	当	taon1	當時，應當
黨	党	taon3	
擋	挡	taon3	
當	当	taon5	當作，典當
湯	汤	thaon1	
倘	倘	thaon3	
躺	躺	thaon3	
燙	烫	thaon5	
趟	趟	thaon5	
堂	堂	daon2	
棠	棠	daon2	
螳	螳	daon2	
唐	唐	daon2	
糖	糖	daon2	
塘	塘	daon2	
蕩	荡	daon6	
宕	宕	daon6	
郎	郎	laon2	
廊	廊	laon2	
狼	狼	laon2	
螂	螂	laon2	
朗	朗	laon6	
浪	浪	laon6	
贓	赃	tsaon1	
髒	脏	tsaon1	
莊	庄	tsaon1	
裝	装	tsaon1	
章	章	tsaon1	
樟	樟	tsaon1	
樁	桩	tsaon1	
掌	掌	tsaon3	
葬	葬	tsaon5	
壯	壮	tsaon5	
障	障	tsaon5	保障
瘴	瘴	tsaon5	
降	降	tsaon5	又音
倉	仓	tshaon1	
蒼	苍	tshaon1	
瘡	疮	tshaon1	
昌	昌	tshaon1	
菖	菖	tshaon1	
窗	窗	tshaon1	
闖	闯	tshaon3	
創	创	tshaon5	
唱	唱	tshaon5	
倡	倡	tshaon5	
藏	藏	dzaon2	隱藏
常	常	dzaon2	
嘗	尝	dzaon2	
償	偿	dzaon2	
藏	藏	dzaon6	西藏
臟	脏	dzaon6	
撞	撞	dzaon6	
幢	幢	dzaon6	
囊	囊	naon2	
桑	桑	saon1	
霜	霜	saon1	
孀	孀	saon1	
商	商	saon1	
傷	伤	saon1	
雙	双	saon1	
嗓	嗓	saon3	
搡	搡	saon3	
爽	爽	saon3	
賞	赏	saon3	
喪	丧	saon5	
牀	床	zaon2	
裳	裳	zaon2	衣裳
狀	状	zaon6	
上	上	zaon6	
尚	尚	zaon6	
岡	冈	kaon1	
崗	岗	kaon1	
剛	刚	kaon1	
綱	纲	kaon1	
鋼	钢	kaon1	
缸	缸	kaon1	
槓	杠	kaon1	
江	江	kaon1	
豇	豇	kaon1	
講	讲	kaon3	
港	港	kaon3	
降	降	kaon5	
康	康	khaon1	
糠	糠	khaon1	
慷	慷	khaon1	
抗	抗	khaon5	
炕	炕	khaon5	
囥	囥	khaon5	藏
㽘	㽘	gaon2	農地兩畦之間凹下去的通道
扛	扛	gaon2	
戇	戆	gaon6	傻
昂	昂	ngaon2	
☐	☐	haon5	朗☐：（雨水）稀疏
行	行	ghaon2	行列，銀行
航	航	ghaon2	
杭	杭	ghaon2	
降	降	ghaon2	降服，投降
項	项	ghaon6	
巷	巷	ghaon6	
盎	盎	aon1	
骯	肮	aon1	
䱀	䱀	aon1	
光	光	kuaon1	
廣	广	kuaon3	
逛	逛	kuaon5	
匡	匡	khuaon1	
筐	筐	khuaon1	
眶	眶	khuaon1	
礦	矿	khuaon5	
況	况	khuaon5	
礦	矿	khuaon5	
狂	狂	guaon2	
荒	荒	huaon1	
慌	慌	huaon1	
謊	谎	huaon3	
晃	晃	huaon3	
黃	黄	waon2	
簧	簧	waon2	
皇	皇	waon2	
蝗	蝗	waon2	
亡	亡	waon2	又音
王	王	waon2	
往	往	waon6	
旺	旺	waon6	
汪	汪	uaon1	
枉	枉	uaon3	
往	往	uaon3	又音
降	降	ciaon5	又音
崩	崩	pen1	又音
本	本	pen3	
奔	奔	pen5	
錛	锛	pen5	
噴	喷	phen1	噴水
烹	烹	phen1	又音
噴	喷	phen5	噴香，噴嚏
盆	盆	ben2	
笨	笨	ben6	
悶	闷	mhen5	又音
蜈	蜈	men2	蜈蚣，白讀
門	门	men2	
蚊	蚊	men2	白讀
聞	闻	men2	白讀
萌	萌	men2	
盟	盟	men2	
悶	闷	men6	
問	问	men6	白讀
分	分	fen1	
芬	芬	fen1	
紛	纷	fen1	
粉	粉	fen3	
糞	粪	fen5	
奮	奋	fen5	
焚	焚	ven2	
墳	坟	ven2	
文	文	ven2	
紋	纹	ven2	
蚊	蚊	ven2	文讀
聞	闻	ven2	文讀
憤	愤	ven6	
忿	忿	ven6	
份	份	ven6	
吻	吻	ven6	
刎	刎	ven6	
問	问	ven6	文讀
敦	敦	ten1	
墩	墩	ten1	
蹲	蹲	ten1	
登	登	ten1	
燈	灯	ten1	
等	等	ten3	
頂	顶	ten3	白讀，如：屋頂、樓頂
頓	顿	ten5	
凳	凳	ten5	
鐙	镫	ten5	
吞	吞	then1	
氽	氽	then3	油炸
褪	褪	then5	
屯	屯	den2	
豚	豚	den2	
飩	饨	den2	餛飩
臀	臀	den2	
騰	腾	den2	
謄	誊	den2	
藤	藤	den2	
疼	疼	den2	
停	停	den2	白讀，如：停晌（休息一會兒）
囤	囤	den6	
沌	沌	den6	
盾	盾	den6	
鈍	钝	den6	
遁	遁	den6	
鄧	邓	den6	
論	论	len2	論語
侖	仑	len2	
倫	伦	len2	
淪	沦	len2	
輪	轮	len2	
論	论	len6	議論
楞	楞	len6	
愣	愣	len6	
尊	尊	tsen1	
撙	撙	tsen1	
遵	遵	tsen1	
曾	曾	tsen1	姓
增	增	tsen1	
憎	憎	tsen1	
爭	争	tsen1	文讀
箏	筝	tsen1	
睜	睁	tsen1	文讀
參	参	tshen1	參差
忖	忖	tshen3	
襯	衬	tshen5	
村	村	tshen5	
寸	寸	tshen5	
岑	岑	dzen2	
存	存	dzen2	
曾	曾	dzen2	曾經
澄	澄	dzen2	
橙	橙	dzen2	
贈	赠	dzen6	
能	能	nen2	
嫩	嫩	nen6	
寧	宁	nen6	白讀，如：寧可
森	森	sen1	
參	参	sen1	人蔘
孫	孙	sen1	
僧	僧	sen1	
生	生	sen1	文讀
笙	笙	sen1	
損	损	sen3	
滲	渗	sen5	
遜	逊	sen5	
層	层	zen6	
跟	跟	ken1	
根	根	ken1	
更	更	ken1	更換；文讀
耿	耿	ken3	文讀
更	更	ken5	更加
坑	坑	khen1	文讀
懇	恳	khen3	
墾	垦	khen3	
啃	啃	khen3	
肯	肯	khen3	
艮	艮	gen6	性情執拗
哼	哼	hen1	訓斥
很	很	hen3	
浫	浫	hen5	液體被吸收並滲透
洵	洵	hen5	洵鼻涕
痕	痕	ghen2	
恆	恒	ghen2	
衡	衡	ghen2	
恨	恨	ghen6	
恩	恩	en1	
彬	彬	pin1	
賓	宾	pin1	
檳	槟	pin1	
冰	冰	pin1	
兵	兵	pin1	
稟	禀	pin3	
丙	丙	pin3	
秉	秉	pin3	
餅	饼	pin3	
併	并	pin3	合併
殯	殡	pin5	
鬢	鬓	pin5	
柄	柄	pin5	
拼	拼	phin1	
姘	姘	phin1	
品	品	phin3	
聘	聘	phin5	
貧	贫	bin2	
頻	频	bin2	
憑	凭	bin2	
平	平	bin2	
坪	坪	bin2	
評	评	bin2	
瓶	瓶	bin2	
屏	屏	bin2	
萍	萍	bin2	
病	病	bin6	
並	并	bin6	並列
閩	闽	min2	
民	民	min2	
鳴	鸣	min2	
明	明	min2	
名	名	min2	
銘	铭	min2	
憫	悯	min6	
敏	敏	min6	
抿	抿	min6	
皿	皿	min6	
命	命	min6	
丁	丁	tin1	
釘	钉	tin1	鐵釘
靪	靪	tin1	
疔	疔	tin1	
頂	顶	tin3	文讀
鼎	鼎	tin3	
釘	钉	tin5	釘住
訂	订	tin5	
廳	厅	thin1	
汀	汀	thin1	
艇	艇	thin3	
挺	挺	thin3	
聽	听	thin5	
亭	亭	din2	
停	停	din2	文讀
廷	廷	din2	
庭	庭	din2	
蜓	蜓	din2	蜻蜓
錠	锭	din6	
定	定	din6	
拎	拎	lhin1	
林	林	lin2	
淋	淋	lin2	
臨	临	lin2	
鄰	邻	lin2	
鱗	鳞	lin2	
磷	磷	lin2	
陵	陵	lin2	
凌	凌	lin2	
菱	菱	lin2	
靈	灵	lin2	
零	零	lin2	
鈴	铃	lin2	
伶	伶	lin2	
翎	翎	lin2	
賃	赁	lin6	
吝	吝	lin6	
領	领	lin6	
嶺	岭	lin6	
令	令	lin6	
另	另	lin6	
針	针	cin1	
斟	斟	cin1	
今	今	cin1	
金	金	cin1	
禁	禁	cin1	禁不住
襟	襟	cin1	
津	津	cin1	
巾	巾	cin1	
斤	斤	cin1	
筋	筋	cin1	
徵	征	cin1	
蒸	蒸	cin1	
莖	茎	cin1	
京	京	cin1	
荊	荆	cin1	
驚	惊	cin1	
精	精	cin1	
晶	晶	cin1	
睛	睛	cin1	
貞	贞	cin1	
偵	侦	cin1	
正	正	cin1	正月
征	征	cin1	
經	经	cin1	
枕	枕	cin3	
錦	锦	cin3	
緊	紧	cin3	
謹	谨	cin3	
拯	拯	cin3	
境	境	cin3	
景	景	cin3	
警	警	cin3	
井	井	cin3	
整	整	cin3	
頸	颈	cin3	
浸	浸	cin5	
禁	禁	cin5	禁止
進	进	cin5	
晉	晋	cin5	
勁	劲	cin5	
證	证	cin5	
症	症	cin5	
鯽	鲫	cin5	又音
敬	敬	cin5	
竟	竟	cin5	
鏡	镜	cin5	
正	正	cin5	
政	政	cin5	
勁	劲	cin5	勁敵
徑	径	cin5	
經	经	cin5	經緯
欽	钦	chin1	
親	亲	chin1	
稱	称	chin1	
卿	卿	chin1	
清	清	chin1	
蟶	蛏	chin1	蟶子
輕	轻	chin1	
青	青	chin1	
蜻	蜻	chin1	蜻蜓
傾	倾	chin1	
寢	寝	chin3	
請	请	chin3	
逞	逞	chin3	逞能
頃	顷	chin3	
侵	侵	chin5	
撳	揿	chin5	按
趁	趁	chin5	
秤	秤	chin5	
慶	庆	chin5	
磬	磬	chin5	
沉	沉	jin2	
琴	琴	jin2	
禽	禽	jin2	
擒	擒	jin2	
秦	秦	jin2	
陳	陈	jin2	
塵	尘	jin2	
臣	臣	jin2	
勤	勤	jin2	
芹	芹	jin2	
澄	澄	jin2	
懲	惩	jin2	
橙	橙	jin2	
乘	乘	jin2	
承	承	jin2	
丞	丞	jin2	
擎	擎	jin2	
鯨	鲸	jin2	
情	情	jin2	
晴	晴	jin2	
呈	呈	jin2	
程	程	jin2	
成	成	jin2	
城	城	jin2	
誠	诚	jin2	
盡	尽	jin6	
陣	阵	jin6	
僅	仅	jin6	
近	近	jin6	
剩	剩	jin6	
競	竞	jin6	
靖	靖	jin6	
鄭	郑	jin6	
勁	劲	jin6	勁道：力氣
壬	壬	gnin2	
任	任	gnin2	姓
吟	吟	gnin2	
人	人	gnin2	白讀
銀	银	gnin2	
仍	仍	gnin2	
凝	凝	gnin2	
迎	迎	gnin2	
認	认	gnin6	白讀
寧	宁	gnin6	白讀
佞	佞	gnin6	
心	心	shin1	
深	深	shin1	
辛	辛	shin1	
新	新	shin1	
薪	薪	shin1	
伸	伸	shin1	
欣	欣	shin1	
升	升	shin1	
聲	声	shin1	
星	星	shin1	
腥	腥	shin1	
馨	馨	shin1	
沈	沈	shin3	
審	审	shin3	
嬸	婶	shin3	
省	省	shin3	反省
醒	醒	shin3	
信	信	shin5	
訊	讯	shin5	
釁	衅	shin5	
迅	迅	shin5	
勝	胜	shin5	
興	兴	shin5	
性	性	shin5	
姓	姓	shin5	
聖	圣	shin5	
尋	寻	zhin2	
繩	绳	zhin2	
塍	塍	zhin2	田塍
椹	椹	zhin6	桑椹
甚	甚	zhin6	
慎	慎	zhin6	
靜	静	zhin6	
淨	净	zhin6	文讀
盛	盛	zhin6	
淫	淫	yin2	
寅	寅	yin2	
蠅	蝇	yin2	
盈	盈	yin2	
贏	赢	yin2	
形	形	yin2	
型	型	yin2	
刑	刑	yin2	
陘	陉	yin2	
螢	萤	yin2	文讀
滎	荥	yin2	滎陽
營	营	yin2	
塋	茔	yin2	
行	行	yin2	行爲，文讀
引	引	yin6	
尹	尹	yin6	
幸	幸	yin6	
穎	颖	yin6	
行	行	yin6	品行，文讀
音	音	in1	
陰	阴	in1	
因	因	in1	
姻	姻	in1	
殷	殷	in1	
鷹	鹰	in1	
鶯	莺	in1	文讀
鸚	鹦	in1	鸚鵡
櫻	樱	in1	文讀
英	英	in1	
嬰	婴	in1	
纓	缨	in1	
飲	饮	in3	
隱	隐	in3	
影	影	in3	
蔭	荫	in5	
印	印	in5	
熨	熨	in5	
應	应	in5	
映	映	in5	
滾	滚	kuen3	
棍	棍	kuen5	
昆	昆	khuen1	
坤	坤	khuen1	
捆	捆	khuen3	
困	困	khuen5	
睏	睏	khuen5	睡覺
昏	昏	huen1	
婚	婚	huen1	
葷	荤	huen1	
魂	魂	wen2	
餛	馄	wen2	餛飩
渾	浑	wen2	
混	混	wen6	
溫	温	uen1	
瘟	瘟	uen1	
穩	稳	uen3	
搵	搵	uen5	蘸
崩	崩	pon1	又音
捧	捧	phon3	
碰	碰	phon5	文讀
篷	篷	bon2	
蓬	蓬	bon2	
蒙	蒙	mon2	
夢	梦	mon2	文讀
懵	懵	mon6	
風	风	fon1	
楓	枫	fon1	
瘋	疯	fon1	
丰	丰	fon1	
豐	丰	fon1	
封	封	fon1	
峯	峰	fon1	
峰	峰	fon1	
蜂	蜂	fon1	
鋒	锋	fon1	
諷	讽	fon3	
瘋	疯	fon5	縱情嬉鬧
馮	冯	von2	
逢	逢	von2	
縫	缝	von2	縫衣服
鳳	凤	von6	
奉	奉	von6	
俸	俸	von6	
縫	缝	von6	一條縫
東	东	ton1	
冬	冬	ton1	
董	董	ton3	
懂	懂	ton3	
凍	冻	ton5	
棟	栋	ton5	
通	通	thon1	
捅	捅	thon3	
統	统	thon3	
痛	痛	thon5	
同	同	don2	
銅	铜	don2	
桐	桐	don2	
筒	筒	don2	
童	童	don2	
瞳	瞳	don2	
桶	桶	don6	
動	动	don6	
洞	洞	don6	
籠	笼	lon2	
聾	聋	lon2	
隆	隆	lon2	
龍	龙	lon2	
攏	拢	lon6	
弄	弄	lon6	
隴	陇	lon6	
壟	垄	lon6	
六	六	lon6	兒化音，如：十五六
珍	珍	tson1	
真	真	tson1	
肫	肫	tson1	肫肝
棕	棕	tson1	
鬃	鬃	tson1	
宗	宗	tson1	
中	中	tson1	當中
終	终	tson1	
蹤	踪	tson1	
鍾	钟	tson1	
鐘	钟	tson1	
盅	盅	tson1	
供	供	tson1	白讀，舊
診	诊	tson3	
疹	疹	tson3	
準	准	tson3	
總	总	tson3	
冢	冢	tson3	
種	种	tson3	種類
腫	肿	tson3	
鎮	镇	tson5	
振	振	tson5	
震	震	tson5	
俊	俊	tson5	
糉	粽	tson5	
粽	粽	tson5	
中	中	tson5	中獎
衆	众	tson5	
眾	众	tson5	
縱	纵	tson5	
種	种	tson5	種樹
皴	皴	tshon1	臉皴
椿	椿	tshon1	
春	春	tshon1	
聰	聪	tshon1	
匆	匆	tshon1	
蔥	葱	tshon1	
囪	囱	tshon1	
充	充	tshon1	
從	从	tshon1	
衝	冲	tshon1	
舂	舂	tshon1	
蠢	蠢	tshon3	
寵	宠	tshon3	
蹱	蹱	tshon5	走路不穩
銃	铳	tshon5	放銃
叢	丛	dzon2	
蟲	虫	dzon2	
崇	崇	dzon2	
從	从	dzon2	跟從
重	重	dzon2	
仲	仲	dzon6	
齈	齈	nhon5	多涕鼻疾
膿	脓	non2	
農	农	non2	
儂	侬	non2	
身	身	son1	
申	申	son1	
娠	娠	son1	
荀	荀	son1	
旬	旬	son1	
松	松	son1	
嵩	嵩	son1	
鬆	松	son1	
筍	笋	son3	
榫	榫	son3	榫頭
慫	怂	son3	
殉	殉	son5	
舜	舜	son5	
送	送	son5	
宋	宋	son5	
叔	叔	son5	兒化音
神	神	zon2	
辰	辰	zon2	
晨	晨	zon2	
腎	肾	zon2	
人	人	zon2	文讀
仁	仁	zon2	
循	循	zon2	
巡	巡	zon2	
脣	唇	zon2	
純	纯	zon2	
蓴	莼	zon2	
任	任	zon6	責任
紉	纫	zon6	縫紉
慎	慎	zon6	又音
忍	忍	zon6	
刃	刃	zon6	
認	认	zon6	文讀
韌	韧	zon6	
順	顺	zon6	
醇	醇	zon6	
潤	润	zon6	
誦	诵	zon6	
頌	颂	zon6	
訟	讼	zon6	
公	公	kon1	
蚣	蚣	kon1	蜈蚣
工	工	kon1	
功	功	kon1	
弓	弓	kon1	
躬	躬	kon1	
宮	宫	kon1	
恭	恭	kon1	
拱	拱	kon3	
鞏	巩	kon3	
攻	攻	kon5	
貢	贡	kon5	
汞	汞	kon5	
供	供	kon5	文讀
空	空	khon1	空箱子
孔	孔	khon3	
恐	恐	khon3	
控	控	khon5	
空	空	khon5	空餘
共	共	gon6	
轟	轰	hon1	轟出去
烘	烘	hon1	
哄	哄	hon3	
轟	轰	hon5	轟炸
弘	弘	ghon2	
宏	宏	ghon2	
紅	红	ghon2	
洪	洪	ghon2	
鴻	鸿	ghon2	
虹	虹	ghon2	
哄	哄	ghon6	起鬨
翁	翁	on1	
屋	屋	on1	兒化；五角屋兒：一種傳統小房子
蓊	蓊	on3	
甕	甕	on5	
蕹	蕹	on5	蕹菜
均	均	cion1	
鈞	钧	cion1	
君	君	cion1	
軍	军	cion1	
迥	迥	cion3	
菌	菌	chion5	
羣	群	jion2	
裙	裙	jion2	
瓊	琼	jion2	
窮	穷	jion2	
窘	窘	jion6	
郡	郡	jion6	
戎	戎	gnion2	
絨	绒	gnion2	
濃	浓	gnion2	
薰	熏	shion1	
勳	勋	shion1	
薰	薰	shion1	
兄	兄	shion1	
胸	胸	shion1	
兇	凶	shion1	
凶	凶	shion1	
訓	训	shion5	
嗅	嗅	shion5	用鼻子聞
勻	匀	yon2	
云	云	yon2	
雲	云	yon2	
螢	萤	yon2	白讀；火螢頭：螢火蟲
榮	荣	yon2	
熊	熊	yon2	
雄	雄	yon2	
融	融	yon2	
茸	茸	yon2	蔘茸
冗	冗	yon2	
容	容	yon2	
蓉	蓉	yon2	芙蓉
熔	熔	yon2	
庸	庸	yon2	又音
閏	闰	yon6	
允	允	yon6	
韻	韵	yon6	
運	运	yon6	
暈	晕	yon6	
孕	孕	yon6	
詠	咏	yon6	
用	用	yon6	
雍	雍	ion1	
臃	臃	ion1	
庸	庸	ion1	又音
永	永	ion3	
泳	泳	ion3	
詠	咏	ion3	又音
擁	拥	ion3	
甬	甬	ion3	
勇	勇	ion3	
涌	涌	ion3	
壅	壅	ion5	施肥
八	八	paq7	
鉢	钵	paq7	
撥	拨	paq7	
不	不	paq7	
百	百	paq7	
柏	柏	paq7	
伯	伯	paq7	
迫	迫	paq7	
蘗	蘗	paq7	黃蘗，藥名
潑	泼	phaq7	
泊	泊	phaq7	梁山泊
迫	迫	phaq7	又音
拍	拍	phaq7	
帕	帕	phaq7	
魄	魄	phaq7	
拔	拔	baq8	
鈸	钹	baq8	
白	白	baq8	
帛	帛	baq8	
鼻	鼻	baq8	又音
抹	抹	maq8	
末	末	maq8	
沫	沫	maq8	
抹	抹	maq8	
襪	袜	maq8	
沒	没	maq8	
默	默	maq8	
𢫦	𢫦	maq8	打
陌	陌	maq8	
麥	麦	maq8	
脈	脉	maq8	
法	法	faq7	
發	发	faq7	
佛	佛	faq7	彷彿
乏	乏	vaq8	
伐	伐	vaq8	
筏	筏	vaq8	
罰	罚	vaq8	
佛	佛	vaq8	
物	物	vaq8	
勿	勿	vaq8	
答	答	taq7	
搭	搭	taq7	
掇	掇	taq7	兩手掇起
得	得	taq7	
德	德	taq7	
拓	拓	thaq7	拓本
塔	塔	thaq7	
榻	榻	thaq7	
塌	塌	thaq7	
溻	溻	thaq7	
獺	獭	thaq7	水獺
脫	脱	thaq7	
忒	忒	thaq7	忒好
踏	踏	daq8	
沓	沓	daq8	一沓紙
達	达	daq8	
奪	夺	daq8	
突	突	daq8	
特	特	daq8	
臘	腊	laq8	
蠟	蜡	laq8	
鑞	镴	laq8	錫鑞
獵	猎	laq8	又音
辣	辣	laq8	
瘌	瘌	laq8	
捋	捋	laq8	捋袖
肋	肋	laq8	
勒	勒	laq8	
扎	扎	tsaq7	
眨	眨	tsaq7	
札	札	tsaq7	
卒	卒	tsaq7	
則	则	tsaq7	
側	侧	tsaq7	
窄	窄	tsaq7	
摘	摘	tsaq7	
責	责	tsaq7	
柵	栅	tsaq7	
隻	只	tsaq7	一隻
插	插	tshaq7	
擦	擦	tshaq7	
察	察	tshaq7	
徹	彻	tshaq7	又音
撤	撤	tshaq7	
撮	撮	tshaq7	
黢	黢	tshaq7	黢黑
側	侧	tshaq7	又音
測	测	tshaq7	
拆	拆	tshaq7	
㿭	㿭	tshaq7	皴
策	策	tshaq7	
冊	册	tshaq7	
赤	赤	tshaq7	
斥	斥	tshaq7	
尺	尺	tshaq7	
轍	辙	dzaq8	
澤	泽	dzaq8	
擇	择	dzaq8	
宅	宅	dzaq8	
納	纳	naq8	
捺	捺	naq8	撇捺
澀	涩	saq7	
撒	撒	saq7	
薩	萨	saq7	
殺	杀	saq7	
瑟	瑟	saq7	
蝨	虱	saq7	
率	率	saq7	率領
蟀	蟀	saq7	
塞	塞	saq7	
色	色	saq7	
嗇	啬	saq7	
雜	杂	zaq8	
閘	闸	zaq8	
炸	炸	zaq8	用油炸
鍘	铡	zaq8	
賊	贼	zaq8	
宅	宅	zaq8	又音
石	石	zaq8	
蛤	蛤	kaq7	隔離
鴿	鸽	kaq7	
夾	夹	kaq7	
甲	甲	kaq7	盔甲
胛	胛	kaq7	肩胛
割	割	kaq7	
葛	葛	kaq7	
胳	胳	kaq7	
格	格	kaq7	
革	革	kaq7	
隔	隔	kaq7	
磕	磕	khaq7	
掐	掐	khaq7	
渴	渴	khaq7	
刻	刻	khaq7	
克	克	khaq7	
客	客	khaq7	
茄	茄	gaq8	番茄
軋	轧	gaq8	
扤	扤	nghaq7	搖動，晃動；如：頭扤扤
額	额	ngaq8	
嚇	吓	haq7	
喝	喝	haq7	
瞎	瞎	haq7	
黑	黑	haq7	
赫	赫	haq7	
合	合	ghaq8	
盒	盒	ghaq8	
狹	狭	ghaq8	
峽	峡	ghaq8	
洽	洽	ghaq8	
匣	匣	ghaq8	
轄	辖	ghaq8	
核	核	ghaq8	覈對，審覈
阿	阿	aq7	阿哥，又音
鴨	鸭	aq7	
押	押	aq7	
壓	压	aq7	
扼	扼	aq7	
軛	轭	aq7	
括	括	kuaq7	包括
刮	刮	kuaq7	
骨	骨	kuaq7	
闊	阔	khuaq7	
☐	☐	guaq8	（鳥類）揮動（翅膀）
豁	豁	huaq7	
忽	忽	huaq7	
活	活	waq8	
滑	滑	waq8	
猾	猾	waq8	
𣝗	𣝗	waq8	果核
劃	划	waq8	
挖	挖	uaq7	
鱉	鳖	piq7	
憋	憋	piq7	
筆	笔	piq7	
畢	毕	piq7	
必	必	piq7	
逼	逼	piq7	
碧	碧	piq7	
璧	璧	piq7	
壁	壁	piq7	
撇	撇	phiq7	
匹	匹	phiq7	
僻	僻	phiq7	
闢	辟	phiq7	
劈	劈	phiq7	
鼻	鼻	biq8	
別	别	biq8	
弼	弼	biq8	
滅	灭	miq8	
篾	篾	miq8	
密	密	miq8	
蜜	蜜	miq8	
覓	觅	miq8	
跌	跌	tiq7	
的	的	tiq7	目的
滴	滴	tiq7	
嫡	嫡	tiq7	
帖	帖	thiq7	
貼	贴	thiq7	
鐵	铁	thiq7	
踢	踢	thiq7	
剔	剔	thiq7	
疊	叠	diq8	
碟	碟	diq8	
牒	牒	diq8	
蝶	蝶	diq8	
諜	谍	diq8	
秩	秩	diq8	
笛	笛	diq8	
敵	敌	diq8	
狄	狄	diq8	
糴	籴	diq8	
獵	猎	liq8	
立	立	liq8	
笠	笠	liq8	
粒	粒	liq8	
列	列	liq8	
烈	烈	liq8	
裂	裂	liq8	
劣	劣	liq8	
栗	栗	liq8	
慄	栗	liq8	
律	律	liq8	
率	率	liq8	速率
略	略	liq8	
掠	掠	liq8	
力	力	liq8	
歷	历	liq8	
髻	髻	ciq7	又音
甲	甲	ciq7	甲乙丙丁
接	接	ciq7	
褶	褶	ciq7	褶子，皺紋
劫	劫	ciq7	
執	执	ciq7	
汁	汁	ciq7	
急	急	ciq7	
級	级	ciq7	
給	给	ciq7	供給
揭	揭	ciq7	
節	节	ciq7	
結	结	ciq7	
潔	洁	ciq7	
吉	吉	ciq7	
訖	讫	ciq7	
爵	爵	ciq7	
腳	脚	ciq7	
即	即	ciq7	
鯽	鲫	ciq7	
織	织	ciq7	
職	职	ciq7	
戟	戟	ciq7	
積	积	ciq7	
跡	迹	ciq7	
脊	脊	ciq7	
只	只	ciq7	只有
績	绩	ciq7	
擊	击	ciq7	
激	激	ciq7	
恰	恰	chiq7	
妾	妾	chiq7	
怯	怯	chiq7	
泣	泣	chiq7	
徹	彻	chiq7	
切	切	chiq7	
七	七	chiq7	
漆	漆	chiq7	
乞	乞	chiq7	
雀	雀	chiq7	雀鳥
鵲	鹊	chiq7	喜鵲
卻	却	chiq7	
飭	饬	chiq7	
赤	赤	chiq7	又音
戚	戚	chiq7	
藉	藉	jiq8	藉故
捷	捷	jiq8	
涉	涉	jiq8	
集	集	jiq8	
輯	辑	jiq8	
蟄	蛰	jiq8	驚蟄
及	及	jiq8	
傑	杰	jiq8	
截	截	jiq8	
疾	疾	jiq8	
侄	侄	jiq8	
姪	侄	jiq8	
直	直	jiq8	
值	值	jiq8	
殖	殖	jiq8	
植	植	jiq8	
極	极	jiq8	
劇	剧	jiq8	
屐	屐	jiq8	木屐
籍	籍	jiq8	
藉	藉	jiq8	
擲	掷	jiq8	
寂	寂	jiq8	
聶	聂	gniq8	
鑷	镊	gniq8	
躡	蹑	gniq8	
業	业	gniq8	
苶	苶	gniq8	發苶
熱	热	gniq8	
孽	孽	gniq8	
捏	捏	gniq8	
日	日	gniq8	白讀
虐	虐	gniq8	
瘧	疟	gniq8	瘧疾，發瘧子
匿	匿	gniq8	
逆	逆	gniq8	
溺	溺	gniq8	
些	些	shiq7	
攝	摄	shiq7	
脅	胁	shiq7	
溼	湿	shiq7	
吸	吸	shiq7	
薛	薛	shiq7	
泄	泄	shiq7	
歇	歇	shiq7	
蠍	蝎	shiq7	
屑	屑	shiq7	
楔	楔	shiq7	
悉	悉	shiq7	
膝	膝	shiq7	
削	削	shiq7	
識	识	shiq7	
式	式	shiq7	
飾	饰	shiq7	
惜	惜	shiq7	
昔	昔	shiq7	
適	适	shiq7	
釋	释	shiq7	
錫	锡	shiq7	
析	析	shiq7	
席	席	zhiq8	席子
攜	携	zhiq8	
協	协	zhiq8	
習	习	zhiq8	
襲	袭	zhiq8	
